start 1771345199.5629513 n=41
[1/41] stem=40795846_Berberine_for_preventing_colorectal_aden rc=0 sec=57.7 out=recovering: 40795846_Berberine for preventing colorectal aden (diabetes) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\40795846_Berberine_for_preventing_colorectal_aden_summary.json | recovered=True | note: t1: rc=0 err=
[12/41] stem=PMC10242061 rc=0 sec=102.5 out=recovering: PMC10242061 (cardiology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10242061_summary.json | recovered=True | note: t1: rc=0 err=
[13/41] stem=PMC10320168 rc=0 sec=112.2 out=recovering: PMC10320168 (infectious) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10320168_summary.json | recovered=True | note: t1: rc=0 err=
[14/41] stem=PMC10427418 rc=0 sec=103.7 out=recovering: PMC10427418 (oncology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10427418_summary.json | recovered=True | note: t1: rc=0 err=
[15/41] stem=PMC10368201 rc=0 sec=116.5 out=recovering: PMC10368201 (infectious) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10368201_summary.json | recovered=True | note: t1: rc=0 err=
[16/41] stem=PMC10553121 rc=0 sec=111.8 out=recovering: PMC10553121 (oncology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10553121_summary.json | recovered=True | note: t1: rc=0 err=
[17/41] stem=PMC10872694 rc=0 sec=98.2 out=recovering: PMC10872694 (cardiology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10872694_summary.json | recovered=True | note: t1: rc=0 err=
[18/41] stem=PMC10643919 rc=0 sec=127.6 out=recovering: PMC10643919 (cardiology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10643919_summary.json | recovered=True | note: t1: rc=0 err=
[19/41] stem=PMC10624988 rc=0 sec=150.8 out=recovering: PMC10624988 (neurology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10624988_summary.json | recovered=True | note: t1: rc=0 err=
[20/41] stem=PMC10891404 rc=0 sec=144.9 out=recovering: PMC10891404 (neurology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10891404_summary.json | recovered=True | note: t1: rc=0 err=
[21/41] stem=PMC10943953 rc=0 sec=168.7 out=recovering: PMC10943953 (neurology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10943953_summary.json | recovered=True | note: t1: rc=0 err=
[22/41] stem=PMC10958307 rc=0 sec=134.5 out=recovering: PMC10958307 (cardiology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10958307_summary.json | recovered=True | note: t1: rc=0 err=
[23/41] stem=PMC10952210 rc=0 sec=154.2 out=recovering: PMC10952210 (respiratory) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC10952210_summary.json | recovered=True | note: t1: rc=0 err=
[24/41] stem=PMC11046044 rc=0 sec=134.4 out=recovering: PMC11046044 (oncology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC11046044_summary.json | recovered=True | note: t1: rc=0 err=
[25/41] stem=PMC11228234 rc=0 sec=86.4 out=recovering: PMC11228234 (oncology) | summary: C:\Users\user\Downloads\wasserstein\expanded_40_results\PMC11228234_summary.json | recovered=True | note: t1: rc=0 err=
[26/41] stem=PMC11262592 rc=4294967295 sec=0.3 out= err=
